,name,lat,lng,vicinity,city
193,ร้าน ส.การเกษตร ปุ๋ย ยา เมล็ดพันธ์ และอุปกรณ์การเกษตร,16.7085311,102.9727414,28 หมู่ 17 บัวเงิน น้ำพอง,"PX5F+C3 Bua Ngoen, Nam Phong District, Khon Kaen"
194,ปุ๋ยอินทรีย์ขอนแก่น,16.4233293,102.8249142,98 ถนนดรุณสำราญ อำเภอเมือง Mueang Khon Kaen District,none
195,ห้างหุ้นส่วนจำกัด วัสดุปรับปรุงดินยอดดอย,16.4142937,102.8984075,"113/3 ม.6, ถ ถนน ขอนแก่น-ยางตลาด Phra Lap, Mueang Khon Kaen District","CV7X+P9 Phra Lap, Mueang Khon Kaen District, Khon Kaen"
196,ผาทอง กรุ๊ป,16.4527643,102.8409965,"17 หมู่ที่ 13 ถนน กสิกรทุ่งสร้าง Tambon Nai Mueang, Mueang Khon Kaen District","FR3R+49 Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
197,บริษัท ราชาโยค ขอนแก่น,16.4432751,102.8059045,"621 Maliwan Rd, Ban Ped Sub-district, Mueang Khon Kaen District","CRV4+89 Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
198,First-son เคมีและบรรจุภัณฑ์ ขอนแก่น,16.4257694,102.8331869,"56 Ruen Rom, Tambon Nai Mueang, Mueang Khon Kaen District","CRGM+87 Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
199,ร้านไทยเจริญพาณิชย์สาขาโกสุมพิสัย,16.2478937,103.0722375,"277/4 หมู่ที่ 11 Hua Khwang, Kosum Phisai District","63XC+5V Hua Khwang, Kosum Phisai District, Maha Sarakham"
200,บริษัท นคร เคมิคอล จำกัด,16.7035783,103.0646559,"999 Nong Ko, Kranuan District","P337+CV Nong Ko, Kranuan District, Khon Kaen"
201,พีระศักดิ์ เคมีภัณฑ์ และ บรรจุภัณฑ์ขอนแก่น,16.4344457,102.8362072,"77 8-10 Glang Muang Rd, ในเมืองขอนแก่น Mueang Khon Kaen District","CRMP+QF Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
202,ห้างหุ้นส่วนจำกัด พีเคซี อินสตรูเมนท์,16.44975,102.787228,"529/198 มลิวรรณ, ตำบลบ้านเป็ด อำเภอเมืองขอนแก่น จังหวัดขอนแก่น, 40000","CQXP+VV Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
203,Union Science Trading,16.4648206,102.8242757,"455 14 Mittraphap Rd, Nai Mueang, Mueang Khon Kaen District","FR7F+WP Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
204,KKU Smart Learning Academy,16.4741162,102.8278044,อาคารแก่นมอดินแดง มหาวิทยาลัยขอนแก่น Mueang Khon Kaen District,"FRFH+J4 Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
205,"CHEMICAL & MACHINERY THAILAND Co., Ltd.",13.3507712,101.1598847,"23, 119, Nong Bon Daeng, Ban Bueng District","9525+8X Nong Bon Daeng, Ban Bueng District, Chon Buri"
206,DOW THAILAND GROUP & SCG-DOW GROUP,12.694991,101.151211,"Highway 36, Map Ta Phut, Mueang Rayong District","M5V2+XF Map Ta Phut, Mueang Rayong District, Rayong"
207,บริษัท 1595 จำกัด,13.3353053,101.1043533,"29, Map Phai, Ban Bueng District","84P3+4P Map Phai, Ban Bueng District, Chon Buri"
208,บริษัท อินเตอร์พรีทีฟ จำกัด (ระยอง),12.705983,101.124018,"5/9 ซอยจี 3 นิคมอุตสาหกรรมดับบลิวเอชเอตะวันออก (มาบตาพุด, ถนนปกรณ์สงเคราะห์ราษฎร์, Map Ta Phut, Mueang Rayong District","P44F+9J Huai Pong, Mueang Rayong District, Rayong"
209,DOW THAILAND GROUP & SCG DOW GROUP,12.6959116,101.1508565,Mueang Rayong District,"M5W2+98 Map Ta Phut, Mueang Rayong District, Rayong"
210,Aditya Birla Chemicals (Thailand) LTD (Advanced Materials) (Ware House),12.811558,101.1387211,"4 1 ถนน Huai Pong-Nong Bon Alley, Huai Pong, Mueang Rayong District","R46Q+JF Nikhom Phatthana, Nikhom Phatthana District, Rayong"
211,"Sekisui specialty chemicals (thailand) co.,ltd.",12.7073001,101.1123041,"Huai Pong, Mueang Rayong District","P446+WW Huai Pong, Mueang Rayong District, Rayong"
212,Goods Chemical,13.0494345,100.9354996,126/363 หมู่4 Bang Lamung District,"2WXP+Q5 Laem Chabang, Bang Lamung District, Chon Buri"
213,"Zeon Chemicals (Thailand) Co., LTd.",12.7023355,101.1308154,"Map Ta Phut, Mueang Rayong District","P42J+W8 Map Ta Phut, Mueang Rayong District, Rayong"
214,บริษัท เซียว เซียง เคมีคอล อินดัสทรี (ไทยแลนด์) จำกัด,12.9239466,101.1073844,"เลขที่ 7/5, หมู่ที่ 4 Phananikhom, Nikhom Phatthana District","W4F4+HX Phananikhom, Nikhom Phatthana District, Rayong"
215,บริษัท อาทิตย์เคมีภัณฑ์ จำกัด,12.7288897,101.0638624,"123/3-4-5 Sukhumvit Rd, Ban Chang, Ban Chang District","P3H7+HG Ban Chang, Ban Chang District, Rayong"
216,Dow Chemical Thailand Ltd.,12.6985254,101.1512092,"8 ถนนไอ4 นิคมอุตสาหกรรม Map Ta Phut, Mueang Rayong District","M5X2+CF Map Ta Phut, Mueang Rayong District, Rayong"
